cluster_representative	cluster_component
45707-PIT1_HUMAN@pmd	45717-PIT1_HUMAN@pmd
45707-PIT1_HUMAN@pmd	45705-PIT1_HUMAN@pmd
45707-PIT1_HUMAN@pmd	45706-PIT1_HUMAN@pmd
46185-VDR_HUMAN@pmd	46185-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46186-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46187-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46188-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46189-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46190-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46191-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46192-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46193-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46194-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46195-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46196-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46197-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46198-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46199-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46200-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46201-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46202-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46203-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46204-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46205-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46206-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46207-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46208-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46209-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46210-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46211-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46181-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46182-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46183-VDR_HUMAN@pmd
46185-VDR_HUMAN@pmd	46184-VDR_HUMAN@pmd
46217-ALDOB_HUMAN@pmd	46217-ALDOB_HUMAN@pmd
46217-ALDOB_HUMAN@pmd	46218-ALDOB_HUMAN@pmd
46217-ALDOB_HUMAN@pmd	46212-ALDOB_HUMAN@pmd
46217-ALDOB_HUMAN@pmd	46213-ALDOB_HUMAN@pmd
46217-ALDOB_HUMAN@pmd	46214-ALDOB_HUMAN@pmd
46217-ALDOB_HUMAN@pmd	46215-ALDOB_HUMAN@pmd
46217-ALDOB_HUMAN@pmd	46216-ALDOB_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46291-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46323-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46355-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46387-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46292-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46324-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46356-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46388-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46293-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46325-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46357-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46389-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46294-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46326-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46358-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46390-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46295-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46327-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46359-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46391-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46296-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46328-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46360-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46392-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46265-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46297-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46329-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46361-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46393-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46266-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46298-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46330-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46362-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46394-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46267-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46299-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46331-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46363-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46395-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46268-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46300-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46332-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46364-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46396-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46269-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46301-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46333-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46365-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46397-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46270-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46302-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46334-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46366-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46398-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46271-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46303-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46335-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46367-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46399-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46272-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46304-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46336-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46368-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46400-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46273-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46305-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46337-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46369-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46401-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46274-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46306-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46338-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46370-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46402-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46275-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46307-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46339-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46371-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46403-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46276-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46308-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46340-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46372-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46404-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46277-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46309-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46341-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46373-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46405-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46278-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46310-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46342-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46374-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46406-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46279-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46311-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46343-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46375-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46407-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46280-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46312-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46344-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46376-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46408-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46281-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46313-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46345-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46377-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46409-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46282-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46314-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46346-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46378-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46410-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46283-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46315-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46347-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46379-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46411-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46284-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46316-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46348-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46380-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46412-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46285-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46317-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46349-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46381-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46413-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46286-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46318-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46350-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46382-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46287-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46319-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46351-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46383-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46288-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46320-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46352-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46384-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46289-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46321-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46353-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46385-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46290-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46322-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46354-IL1B_HUMAN@pmd
46291-IL1B_HUMAN@pmd	46386-IL1B_HUMAN@pmd
46454-TAU_HUMAN@pmd	46454-TAU_HUMAN@pmd
46454-TAU_HUMAN@pmd	46455-TAU_HUMAN@pmd
46454-TAU_HUMAN@pmd	46456-TAU_HUMAN@pmd
46454-TAU_HUMAN@pmd	46457-TAU_HUMAN@pmd
46454-TAU_HUMAN@pmd	46458-TAU_HUMAN@pmd
46454-TAU_HUMAN@pmd	46453-TAU_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46559-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46591-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46560-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46592-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46561-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46593-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46562-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46594-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46563-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46595-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46564-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46596-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46565-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46597-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46566-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46598-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46567-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46599-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46568-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46569-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46570-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46571-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46572-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46573-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46574-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46575-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46576-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95310-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46577-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95311-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46578-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95312-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46579-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95313-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46580-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95314-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46581-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95315-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46550-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46582-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95316-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46551-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46583-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95317-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46552-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46584-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95318-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46553-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46585-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95319-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46554-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46586-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95320-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46555-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46587-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	95321-ASPG_HUMAN@ec
46559-ASPG_HUMAN@pmd	46556-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46588-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46557-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46589-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46558-ASPG_HUMAN@pmd
46559-ASPG_HUMAN@pmd	46590-ASPG_HUMAN@pmd
46960-HMOX1_HUMAN@pmd	46960-HMOX1_HUMAN@pmd
46960-HMOX1_HUMAN@pmd	95293-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	46961-HMOX1_HUMAN@pmd
46960-HMOX1_HUMAN@pmd	95294-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	46962-HMOX1_HUMAN@pmd
46960-HMOX1_HUMAN@pmd	95295-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	46963-HMOX1_HUMAN@pmd
46960-HMOX1_HUMAN@pmd	95296-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	46964-HMOX1_HUMAN@pmd
46960-HMOX1_HUMAN@pmd	95297-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	46965-HMOX1_HUMAN@pmd
46960-HMOX1_HUMAN@pmd	95298-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95299-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95300-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95301-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95302-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95303-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95304-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95305-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95306-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95307-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95308-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95309-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95289-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95290-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95291-HO1_HUMAN@ec
46960-HMOX1_HUMAN@pmd	95292-HO1_HUMAN@ec
47142-MDR1_HUMAN@pmd	47142-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47174-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47206-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47238-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47270-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47143-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47175-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47207-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47239-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47271-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47144-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47176-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47208-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47240-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47272-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47145-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47177-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47209-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47241-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47146-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47178-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47210-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47242-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47147-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47179-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47211-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47243-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47148-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47180-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47212-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47244-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47149-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47181-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47213-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47245-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47150-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47182-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47214-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47246-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47151-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47183-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47215-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47247-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47152-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47184-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47216-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47248-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47153-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47185-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47217-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47249-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47154-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47186-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47218-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47250-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47155-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47187-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47219-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47251-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47156-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47188-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47220-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47252-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47157-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47189-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47221-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47253-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47158-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47190-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47222-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47254-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47159-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47191-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47223-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47255-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47160-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47192-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47224-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47256-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47161-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47193-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47225-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47257-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47162-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47194-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47226-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47258-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47163-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47195-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47227-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47259-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47164-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47196-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47228-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47260-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47165-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47197-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47229-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47261-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47166-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47198-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47230-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47262-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47167-MDR1_HUMAN@pmd
47142-MDR1_HUMAN@pmd	47199-MDR1_HUMAN@pmd
