cluster_representative	cluster_component
15840-2101@disease	30867-P11362@humsvar
15840-2101@disease	47987-FGFR1_HUMAN@pmd
15840-2101@disease	30868-P11362@humsvar
15840-2101@disease	47988-FGFR1_HUMAN@pmd
15840-2101@disease	30869-P11362@humsvar
15840-2101@disease	47989-FGFR1_HUMAN@pmd
15840-2101@disease	30870-P11362@humsvar
15840-2101@disease	47990-FGFR1_HUMAN@pmd
15840-2101@disease	30871-P11362@humsvar
15840-2101@disease	47991-FGFR1_HUMAN@pmd
15840-2101@disease	30872-P11362@humsvar
15840-2101@disease	47992-FGFR1_HUMAN@pmd
15840-2101@disease	30841-P11362@humsvar
15840-2101@disease	30873-P11362@humsvar
15840-2101@disease	47993-FGFR1_HUMAN@pmd
15840-2101@disease	30842-P11362@humsvar
15840-2101@disease	30874-P11362@humsvar
15840-2101@disease	30843-P11362@humsvar
15840-2101@disease	30875-P11362@humsvar
15840-2101@disease	30844-P11362@humsvar
15840-2101@disease	30876-P11362@humsvar
15840-2101@disease	30845-P11362@humsvar
15840-2101@disease	30877-P11362@humsvar
15840-2101@disease	30846-P11362@humsvar
15840-2101@disease	30878-P11362@humsvar
15840-2101@disease	30847-P11362@humsvar
15840-2101@disease	30879-P11362@humsvar
15840-2101@disease	11520-2182@disease
15840-2101@disease	17984-P21802@humsvar
15840-2101@disease	18016-P21802@humsvar
15840-2101@disease	11521-2182@disease
15840-2101@disease	17985-P21802@humsvar
15840-2101@disease	18017-P21802@humsvar
15840-2101@disease	11522-2182@disease
15840-2101@disease	17986-P21802@humsvar
15840-2101@disease	18018-P21802@humsvar
15840-2101@disease	11523-2182@disease
15840-2101@disease	17987-P21802@humsvar
15840-2101@disease	18019-P21802@humsvar
15840-2101@disease	11524-2182@disease
15840-2101@disease	17988-P21802@humsvar
15840-2101@disease	18020-P21802@humsvar
15840-2101@disease	11525-2182@disease
15840-2101@disease	17989-P21802@humsvar
15840-2101@disease	18021-P21802@humsvar
15840-2101@disease	11526-2182@disease
15840-2101@disease	17990-P21802@humsvar
15840-2101@disease	18022-P21802@humsvar
15840-2101@disease	11527-2182@disease
15840-2101@disease	17991-P21802@humsvar
15840-2101@disease	11528-2182@disease
15840-2101@disease	17993-P21802@humsvar
15840-2101@disease	17994-P21802@humsvar
15840-2101@disease	17995-P21802@humsvar
15840-2101@disease	17996-P21802@humsvar
15840-2101@disease	17997-P21802@humsvar
15840-2101@disease	17998-P21802@humsvar
15840-2101@disease	17999-P21802@humsvar
15840-2101@disease	12400-1716@disease
15840-2101@disease	18000-P21802@humsvar
15840-2101@disease	12401-1716@disease
15840-2101@disease	18001-P21802@humsvar
15840-2101@disease	18002-P21802@humsvar
15840-2101@disease	18003-P21802@humsvar
15840-2101@disease	18004-P21802@humsvar
15840-2101@disease	18005-P21802@humsvar
15840-2101@disease	18006-P21802@humsvar
15840-2101@disease	18007-P21802@humsvar
15840-2101@disease	18008-P21802@humsvar
15840-2101@disease	18009-P21802@humsvar
15840-2101@disease	18010-P21802@humsvar
15840-2101@disease	18011-P21802@humsvar
15840-2101@disease	18012-P21802@humsvar
15840-2101@disease	11517-2182@disease
15840-2101@disease	18013-P21802@humsvar
15840-2101@disease	11518-2182@disease
15840-2101@disease	18014-P21802@humsvar
15840-2101@disease	11519-2182@disease
15840-2101@disease	18015-P21802@humsvar
15840-2101@disease	11968-1448@disease
15840-2101@disease	27936-P22607@humsvar
15840-2101@disease	33830-FGFR3_HUMAN@pmd
15840-2101@disease	14439-1821@disease
15840-2101@disease	33831-FGFR3_HUMAN@pmd
15840-2101@disease	13544-384@disease
15840-2101@disease	14440-1821@disease
15840-2101@disease	33832-FGFR3_HUMAN@pmd
15840-2101@disease	14441-1821@disease
15840-2101@disease	14442-1821@disease
15840-2101@disease	14443-1821@disease
15840-2101@disease	14444-1821@disease
15840-2101@disease	14445-1821@disease
15840-2101@disease	14446-1821@disease
15840-2101@disease	14447-1821@disease
15840-2101@disease	27929-P22607@humsvar
15840-2101@disease	27930-P22607@humsvar
15840-2101@disease	27931-P22607@humsvar
15840-2101@disease	27932-P22607@humsvar
15840-2101@disease	27933-P22607@humsvar
15840-2101@disease	27934-P22607@humsvar
15840-2101@disease	10719-744@disease
15840-2101@disease	27935-P22607@humsvar
15840-2101@disease	17992-P21802@humsvar
15840-2101@disease	9611-1899@disease
15840-2101@disease	11051-442@disease
15840-2101@disease	11595-44@disease
15840-2101@disease	11596-44@disease
15840-2101@disease	9101-539@disease
15840-2101@disease	9102-539@disease
15840-2101@disease	9174-532@disease
15840-2101@disease	12127-1254@disease
15840-2101@disease	12729-1625@disease
15968-1291@disease	15968-1291@disease
15968-1291@disease	15969-1291@disease
15968-1291@disease	15970-1291@disease
15968-1291@disease	15971-1291@disease
15968-1291@disease	12817-1294@disease
15968-1291@disease	12818-1294@disease
15968-1291@disease	12819-1294@disease
15968-1291@disease	12820-1294@disease
15968-1291@disease	12821-1294@disease
15968-1291@disease	12822-1294@disease
15968-1291@disease	15966-1291@disease
15968-1291@disease	15967-1291@disease
16064-1247@disease	16064-1247@disease
16064-1247@disease	16065-1247@disease
16064-1247@disease	23105-Q8N196@humsvar
16064-1247@disease	16066-1247@disease
16064-1247@disease	23106-Q8N196@humsvar
16064-1247@disease	16067-1247@disease
16064-1247@disease	23107-Q8N196@humsvar
16064-1247@disease	23108-Q8N196@humsvar
16096-17@disease	16096-17@disease
16096-17@disease	8672-341@disease
16096-17@disease	18656-P55017@humsvar
16096-17@disease	18688-P55017@humsvar
16096-17@disease	8673-341@disease
16096-17@disease	16097-17@disease
16096-17@disease	18657-P55017@humsvar
16096-17@disease	18689-P55017@humsvar
16096-17@disease	8674-341@disease
16096-17@disease	16098-17@disease
16096-17@disease	18658-P55017@humsvar
16096-17@disease	18690-P55017@humsvar
16096-17@disease	8675-341@disease
16096-17@disease	16099-17@disease
16096-17@disease	18659-P55017@humsvar
16096-17@disease	18691-P55017@humsvar
16096-17@disease	16100-17@disease
16096-17@disease	18660-P55017@humsvar
16096-17@disease	18692-P55017@humsvar
16096-17@disease	16101-17@disease
16096-17@disease	18661-P55017@humsvar
16096-17@disease	18693-P55017@humsvar
16096-17@disease	18662-P55017@humsvar
16096-17@disease	18694-P55017@humsvar
16096-17@disease	18663-P55017@humsvar
16096-17@disease	18695-P55017@humsvar
16096-17@disease	18664-P55017@humsvar
16096-17@disease	18696-P55017@humsvar
16096-17@disease	18665-P55017@humsvar
16096-17@disease	18697-P55017@humsvar
16096-17@disease	18666-P55017@humsvar
16096-17@disease	18698-P55017@humsvar
16096-17@disease	18667-P55017@humsvar
16096-17@disease	18699-P55017@humsvar
16096-17@disease	18668-P55017@humsvar
16096-17@disease	18700-P55017@humsvar
16096-17@disease	18669-P55017@humsvar
16096-17@disease	18701-P55017@humsvar
16096-17@disease	18670-P55017@humsvar
16096-17@disease	18702-P55017@humsvar
16096-17@disease	18639-P55017@humsvar
16096-17@disease	18671-P55017@humsvar
16096-17@disease	18703-P55017@humsvar
16096-17@disease	18640-P55017@humsvar
16096-17@disease	18672-P55017@humsvar
16096-17@disease	18704-P55017@humsvar
16096-17@disease	18641-P55017@humsvar
16096-17@disease	18673-P55017@humsvar
16096-17@disease	18705-P55017@humsvar
16096-17@disease	18642-P55017@humsvar
16096-17@disease	18674-P55017@humsvar
16096-17@disease	18706-P55017@humsvar
16096-17@disease	18643-P55017@humsvar
16096-17@disease	18675-P55017@humsvar
16096-17@disease	18707-P55017@humsvar
16096-17@disease	18644-P55017@humsvar
16096-17@disease	18676-P55017@humsvar
16096-17@disease	18708-P55017@humsvar
16096-17@disease	18645-P55017@humsvar
16096-17@disease	18677-P55017@humsvar
16096-17@disease	18709-P55017@humsvar
16096-17@disease	18646-P55017@humsvar
16096-17@disease	18678-P55017@humsvar
16096-17@disease	18710-P55017@humsvar
16096-17@disease	18647-P55017@humsvar
16096-17@disease	18679-P55017@humsvar
16096-17@disease	18711-P55017@humsvar
16096-17@disease	18648-P55017@humsvar
16096-17@disease	18680-P55017@humsvar
16096-17@disease	18712-P55017@humsvar
16096-17@disease	18649-P55017@humsvar
16096-17@disease	18681-P55017@humsvar
16096-17@disease	18713-P55017@humsvar
16096-17@disease	18650-P55017@humsvar
16096-17@disease	18682-P55017@humsvar
16096-17@disease	18651-P55017@humsvar
16096-17@disease	18683-P55017@humsvar
16096-17@disease	18652-P55017@humsvar
16096-17@disease	18684-P55017@humsvar
16096-17@disease	8669-341@disease
16096-17@disease	18653-P55017@humsvar
16096-17@disease	18685-P55017@humsvar
16096-17@disease	8670-341@disease
16096-17@disease	18654-P55017@humsvar
16096-17@disease	18686-P55017@humsvar
16096-17@disease	8671-341@disease
16096-17@disease	16095-17@disease
16096-17@disease	18655-P55017@humsvar
16096-17@disease	18687-P55017@humsvar
16096-17@disease	22370-Q13621@humsvar
16096-17@disease	22369-Q13621@humsvar
16096-17@disease	57448-S12A4_RABIT@pmd
16096-17@disease	57447-S12A4_RABIT@pmd
16096-17@disease	12348-229@disease
16096-17@disease	44557-S12A5_RAT@pmd
16096-17@disease	44558-S12A5_RAT@pmd
16096-17@disease	44559-S12A5_RAT@pmd
16096-17@disease	44560-S12A5_RAT@pmd
16128-544@disease	16128-544@disease
16224-Q0D2K0@humsvar	16224-Q0D2K0@humsvar
16224-Q0D2K0@humsvar	16225-Q0D2K0@humsvar
16224-Q0D2K0@humsvar	16226-Q0D2K0@humsvar
16224-Q0D2K0@humsvar	16227-Q0D2K0@humsvar
16224-Q0D2K0@humsvar	16228-Q0D2K0@humsvar
16224-Q0D2K0@humsvar	16223-Q0D2K0@humsvar
16256-O43526@humsvar	16256-O43526@humsvar
16256-O43526@humsvar	12800-308@disease
16256-O43526@humsvar	12801-308@disease
16256-O43526@humsvar	16257-O43526@humsvar
16256-O43526@humsvar	12802-308@disease
16256-O43526@humsvar	16258-O43526@humsvar
16256-O43526@humsvar	10243-607@disease
16256-O43526@humsvar	10244-607@disease
16256-O43526@humsvar	13964-1284@disease
16256-O43526@humsvar	13965-1284@disease
16256-O43526@humsvar	14733-392@disease
16256-O43526@humsvar	13966-1284@disease
16256-O43526@humsvar	14734-392@disease
16256-O43526@humsvar	13967-1284@disease
16256-O43526@humsvar	14735-392@disease
16256-O43526@humsvar	13968-1284@disease
16256-O43526@humsvar	14736-392@disease
16256-O43526@humsvar	13969-1284@disease
16256-O43526@humsvar	14737-392@disease
16256-O43526@humsvar	14738-392@disease
16256-O43526@humsvar	14811-2107@disease
16256-O43526@humsvar	14812-2107@disease
16256-O43526@humsvar	14813-2107@disease
16256-O43526@humsvar	14814-2107@disease
16256-O43526@humsvar	16254-O43526@humsvar
16256-O43526@humsvar	16255-O43526@humsvar
16256-O43526@humsvar	24137-O43525@humsvar
16256-O43526@humsvar	24138-O43525@humsvar
16256-O43526@humsvar	24139-O43525@humsvar
16256-O43526@humsvar	12797-308@disease
16256-O43526@humsvar	12798-308@disease
16256-O43526@humsvar	12799-308@disease
16288-P03951@humsvar	16288-P03951@humsvar
16288-P03951@humsvar	50560-FA11_HUMAN@pmd
16288-P03951@humsvar	16289-P03951@humsvar
16288-P03951@humsvar	50561-FA11_HUMAN@pmd
16288-P03951@humsvar	16290-P03951@humsvar
16288-P03951@humsvar	50562-FA11_HUMAN@pmd
16288-P03951@humsvar	16291-P03951@humsvar
16288-P03951@humsvar	50563-FA11_HUMAN@pmd
16288-P03951@humsvar	16292-P03951@humsvar
16288-P03951@humsvar	50564-FA11_HUMAN@pmd
16288-P03951@humsvar	16293-P03951@humsvar
16288-P03951@humsvar	50565-FA11_HUMAN@pmd
16288-P03951@humsvar	16294-P03951@humsvar
16288-P03951@humsvar	50566-FA11_HUMAN@pmd
16288-P03951@humsvar	16295-P03951@humsvar
16288-P03951@humsvar	50567-FA11_HUMAN@pmd
16288-P03951@humsvar	16269-P03951@humsvar
16288-P03951@humsvar	16270-P03951@humsvar
16288-P03951@humsvar	16271-P03951@humsvar
16288-P03951@humsvar	16272-P03951@humsvar
16288-P03951@humsvar	16273-P03951@humsvar
16288-P03951@humsvar	16274-P03951@humsvar
16288-P03951@humsvar	16275-P03951@humsvar
16288-P03951@humsvar	16276-P03951@humsvar
16288-P03951@humsvar	16277-P03951@humsvar
16288-P03951@humsvar	16278-P03951@humsvar
16288-P03951@humsvar	16279-P03951@humsvar
16288-P03951@humsvar	16280-P03951@humsvar
16288-P03951@humsvar	16281-P03951@humsvar
16288-P03951@humsvar	16282-P03951@humsvar
16288-P03951@humsvar	16283-P03951@humsvar
16288-P03951@humsvar	16284-P03951@humsvar
16288-P03951@humsvar	50556-FA11_HUMAN@pmd
16288-P03951@humsvar	16285-P03951@humsvar
16288-P03951@humsvar	50557-FA11_HUMAN@pmd
16288-P03951@humsvar	16286-P03951@humsvar
16288-P03951@humsvar	50558-FA11_HUMAN@pmd
16288-P03951@humsvar	16287-P03951@humsvar
16288-P03951@humsvar	50559-FA11_HUMAN@pmd
16288-P03951@humsvar	26177-P03952@humsvar
16288-P03951@humsvar	26176-P03952@humsvar
16288-P03951@humsvar	10054-1507@disease
16288-P03951@humsvar	10055-1507@disease
16288-P03951@humsvar	10056-1507@disease
16288-P03951@humsvar	10057-1507@disease
16288-P03951@humsvar	10058-1507@disease
16288-P03951@humsvar	10059-1507@disease
16288-P03951@humsvar	100171-KAL_HUMAN@ec
16288-P03951@humsvar	10060-1507@disease
16288-P03951@humsvar	100172-KAL_HUMAN@ec
16288-P03951@humsvar	10061-1507@disease
16288-P03951@humsvar	100173-KAL_HUMAN@ec
16288-P03951@humsvar	100174-KAL_HUMAN@ec
16288-P03951@humsvar	100175-KAL_HUMAN@ec
16288-P03951@humsvar	100176-KAL_HUMAN@ec
16288-P03951@humsvar	100177-KAL_HUMAN@ec
16288-P03951@humsvar	100178-KAL_HUMAN@ec
16288-P03951@humsvar	100179-KAL_HUMAN@ec
16288-P03951@humsvar	100180-KAL_HUMAN@ec
16288-P03951@humsvar	100181-KAL_HUMAN@ec
16288-P03951@humsvar	100182-KAL_HUMAN@ec
16288-P03951@humsvar	100183-KAL_HUMAN@ec
16288-P03951@humsvar	100184-KAL_HUMAN@ec
16288-P03951@humsvar	100185-KAL_HUMAN@ec
16288-P03951@humsvar	100186-KAL_HUMAN@ec
16288-P03951@humsvar	100187-KAL_HUMAN@ec
16288-P03951@humsvar	100188-KAL_HUMAN@ec
16288-P03951@humsvar	100189-KAL_HUMAN@ec
16288-P03951@humsvar	100190-KAL_HUMAN@ec
16320-Q8NBS3@humsvar	16320-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16321-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16322-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16323-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16324-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16325-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16326-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16327-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16328-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16329-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16330-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16331-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16332-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16333-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16334-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16335-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16336-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16337-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16338-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16339-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16308-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16340-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16309-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16341-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16310-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16342-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16311-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16343-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16312-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16344-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16313-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16345-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16314-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16315-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16316-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16317-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16318-Q8NBS3@humsvar
16320-Q8NBS3@humsvar	16319-Q8NBS3@humsvar
16352-Q96L73@humsvar	16352-Q96L73@humsvar
16352-Q96L73@humsvar	16353-Q96L73@humsvar
16352-Q96L73@humsvar	16354-Q96L73@humsvar
16352-Q96L73@humsvar	16355-Q96L73@humsvar
16352-Q96L73@humsvar	16356-Q96L73@humsvar
16352-Q96L73@humsvar	16357-Q96L73@humsvar
16352-Q96L73@humsvar	16358-Q96L73@humsvar
16352-Q96L73@humsvar	16147-373@disease
16352-Q96L73@humsvar	16148-373@disease
16352-Q96L73@humsvar	16346-Q96L73@humsvar
16352-Q96L73@humsvar	16347-Q96L73@humsvar
16352-Q96L73@humsvar	16348-Q96L73@humsvar
16352-Q96L73@humsvar	16349-Q96L73@humsvar
16352-Q96L73@humsvar	16350-Q96L73@humsvar
16352-Q96L73@humsvar	16351-Q96L73@humsvar
16384-Q9BYE0@humsvar	16384-Q9BYE0@humsvar
16384-Q9BYE0@humsvar	16382-Q9BYE0@humsvar
16384-Q9BYE0@humsvar	16383-Q9BYE0@humsvar
16416-P51787@humsvar	16416-P51787@humsvar
16416-P51787@humsvar	11489-2015@disease
16416-P51787@humsvar	16417-P51787@humsvar
16416-P51787@humsvar	11490-2015@disease
16416-P51787@humsvar	16418-P51787@humsvar
16416-P51787@humsvar	11491-2015@disease
16416-P51787@humsvar	16419-P51787@humsvar
16416-P51787@humsvar	11492-2015@disease
16416-P51787@humsvar	13924-528@disease
16416-P51787@humsvar	16420-P51787@humsvar
16416-P51787@humsvar	57796-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	11493-2015@disease
16416-P51787@humsvar	16421-P51787@humsvar
16416-P51787@humsvar	57797-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	11494-2015@disease
16416-P51787@humsvar	16422-P51787@humsvar
16416-P51787@humsvar	57798-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	11495-2015@disease
16416-P51787@humsvar	16423-P51787@humsvar
16416-P51787@humsvar	57799-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	16424-P51787@humsvar
16416-P51787@humsvar	57800-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	16425-P51787@humsvar
16416-P51787@humsvar	57801-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	16426-P51787@humsvar
16416-P51787@humsvar	57802-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	16427-P51787@humsvar
16416-P51787@humsvar	57803-KCNQ1_HUMAN@pmd
16416-P51787@humsvar	16428-P51787@humsvar
16416-P51787@humsvar	16429-P51787@humsvar
16416-P51787@humsvar	16430-P51787@humsvar
16416-P51787@humsvar	16399-P51787@humsvar
16416-P51787@humsvar	16431-P51787@humsvar
16416-P51787@humsvar	16400-P51787@humsvar
16416-P51787@humsvar	16432-P51787@humsvar
16416-P51787@humsvar	16401-P51787@humsvar
16416-P51787@humsvar	16433-P51787@humsvar
16416-P51787@humsvar	9074-1595@disease
16416-P51787@humsvar	16402-P51787@humsvar
16416-P51787@humsvar	16434-P51787@humsvar
16416-P51787@humsvar	9075-1595@disease
16416-P51787@humsvar	16403-P51787@humsvar
16416-P51787@humsvar	16435-P51787@humsvar
16416-P51787@humsvar	9076-1595@disease
16416-P51787@humsvar	16404-P51787@humsvar
16416-P51787@humsvar	16436-P51787@humsvar
16416-P51787@humsvar	9077-1595@disease
16416-P51787@humsvar	16405-P51787@humsvar
16416-P51787@humsvar	16437-P51787@humsvar
16416-P51787@humsvar	9078-1595@disease
16416-P51787@humsvar	16406-P51787@humsvar
16416-P51787@humsvar	16438-P51787@humsvar
16416-P51787@humsvar	8823-785@disease
16416-P51787@humsvar	9079-1595@disease
16416-P51787@humsvar	16407-P51787@humsvar
16416-P51787@humsvar	16439-P51787@humsvar
16416-P51787@humsvar	73399-A994568@direct2
16416-P51787@humsvar	9080-1595@disease
16416-P51787@humsvar	16408-P51787@humsvar
16416-P51787@humsvar	16440-P51787@humsvar
16416-P51787@humsvar	73400-A994568@direct2
16416-P51787@humsvar	9081-1595@disease
16416-P51787@humsvar	16409-P51787@humsvar
16416-P51787@humsvar	16441-P51787@humsvar
16416-P51787@humsvar	73401-A994568@direct2
16416-P51787@humsvar	9082-1595@disease
16416-P51787@humsvar	16410-P51787@humsvar
16416-P51787@humsvar	16442-P51787@humsvar
16416-P51787@humsvar	73402-A994568@direct2
16416-P51787@humsvar	9083-1595@disease
16416-P51787@humsvar	16411-P51787@humsvar
16416-P51787@humsvar	16443-P51787@humsvar
16416-P51787@humsvar	73403-A994568@direct2
16416-P51787@humsvar	9084-1595@disease
16416-P51787@humsvar	16412-P51787@humsvar
16416-P51787@humsvar	16444-P51787@humsvar
16416-P51787@humsvar	9085-1595@disease
16416-P51787@humsvar	16413-P51787@humsvar
16416-P51787@humsvar	16445-P51787@humsvar
16416-P51787@humsvar	9086-1595@disease
16416-P51787@humsvar	16414-P51787@humsvar
16416-P51787@humsvar	9087-1595@disease
16416-P51787@humsvar	16415-P51787@humsvar
16416-P51787@humsvar	23330-P56696@humsvar
16416-P51787@humsvar	15522-225@disease
16416-P51787@humsvar	15523-225@disease
16416-P51787@humsvar	23331-P56696@humsvar
16416-P51787@humsvar	15524-225@disease
16416-P51787@humsvar	15525-225@disease
16416-P51787@humsvar	15526-225@disease
16416-P51787@humsvar	15527-225@disease
16416-P51787@humsvar	10124-827@disease
16416-P51787@humsvar	10125-827@disease
16416-P51787@humsvar	10126-827@disease
16416-P51787@humsvar	10127-827@disease
16416-P51787@humsvar	10128-827@disease
16416-P51787@humsvar	10129-827@disease
16416-P51787@humsvar	50577-KCNQ4_HUMAN@pmd
16448-Q5T1H1@humsvar	16448-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16449-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16450-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16451-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16452-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16453-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16454-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16455-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16456-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16457-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16458-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16459-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16460-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16461-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16462-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16463-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16446-Q5T1H1@humsvar
16448-Q5T1H1@humsvar	16447-Q5T1H1@humsvar
16512-P02730@humsvar	16512-P02730@humsvar
16512-P02730@humsvar	16513-P02730@humsvar
16512-P02730@humsvar	16514-P02730@humsvar
16512-P02730@humsvar	16515-P02730@humsvar
16512-P02730@humsvar	16516-P02730@humsvar
16512-P02730@humsvar	16517-P02730@humsvar
16512-P02730@humsvar	16518-P02730@humsvar
16512-P02730@humsvar	16519-P02730@humsvar
16512-P02730@humsvar	14472-1656@disease
16512-P02730@humsvar	16520-P02730@humsvar
16512-P02730@humsvar	14473-1656@disease
16512-P02730@humsvar	16521-P02730@humsvar
16512-P02730@humsvar	14474-1656@disease
16512-P02730@humsvar	16522-P02730@humsvar
16512-P02730@humsvar	16523-P02730@humsvar
16512-P02730@humsvar	14988-927@disease
16512-P02730@humsvar	16524-P02730@humsvar
16512-P02730@humsvar	14989-927@disease
16512-P02730@humsvar	16525-P02730@humsvar
16512-P02730@humsvar	14990-927@disease
16512-P02730@humsvar	16526-P02730@humsvar
16512-P02730@humsvar	14991-927@disease
16512-P02730@humsvar	16527-P02730@humsvar
16512-P02730@humsvar	14992-927@disease
16512-P02730@humsvar	16528-P02730@humsvar
16512-P02730@humsvar	14993-927@disease
16512-P02730@humsvar	16529-P02730@humsvar
16512-P02730@humsvar	16530-P02730@humsvar
16512-P02730@humsvar	12947-1759@disease
16512-P02730@humsvar	16531-P02730@humsvar
16512-P02730@humsvar	16532-P02730@humsvar
16512-P02730@humsvar	16533-P02730@humsvar
16512-P02730@humsvar	16534-P02730@humsvar
16512-P02730@humsvar	16535-P02730@humsvar
16512-P02730@humsvar	16536-P02730@humsvar
16512-P02730@humsvar	16537-P02730@humsvar
16512-P02730@humsvar	16538-P02730@humsvar
16512-P02730@humsvar	16539-P02730@humsvar
16512-P02730@humsvar	16508-P02730@humsvar
16512-P02730@humsvar	16509-P02730@humsvar
16512-P02730@humsvar	16510-P02730@humsvar
16512-P02730@humsvar	16511-P02730@humsvar
16512-P02730@humsvar	53088-B3AT_MOUSE@pmd
16512-P02730@humsvar	53089-B3AT_MOUSE@pmd
16512-P02730@humsvar	53090-B3AT_MOUSE@pmd
16512-P02730@humsvar	53091-B3AT_MOUSE@pmd
16512-P02730@humsvar	53092-B3AT_MOUSE@pmd
16512-P02730@humsvar	53085-B3AT_MOUSE@pmd
16512-P02730@humsvar	53086-B3AT_MOUSE@pmd
16512-P02730@humsvar	53087-B3AT_MOUSE@pmd
16512-P02730@humsvar	73856-A992564@direct1
16512-P02730@humsvar	22765-Q9Y6R1@humsvar
16512-P02730@humsvar	22766-Q9Y6R1@humsvar
16512-P02730@humsvar	22767-Q9Y6R1@humsvar
16512-P02730@humsvar	22768-Q9Y6R1@humsvar
16512-P02730@humsvar	22769-Q9Y6R1@humsvar
16512-P02730@humsvar	22770-Q9Y6R1@humsvar
16512-P02730@humsvar	73855-A992564@direct1
16736-Q06210@humsvar	16736-Q06210@humsvar
16736-Q06210@humsvar	16737-Q06210@humsvar
16736-Q06210@humsvar	16725-Q06210@humsvar
16736-Q06210@humsvar	16726-Q06210@humsvar
16736-Q06210@humsvar	16727-Q06210@humsvar
16736-Q06210@humsvar	16728-Q06210@humsvar
16736-Q06210@humsvar	16729-Q06210@humsvar
16736-Q06210@humsvar	16730-Q06210@humsvar
16736-Q06210@humsvar	16731-Q06210@humsvar
16736-Q06210@humsvar	16732-Q06210@humsvar
16736-Q06210@humsvar	16733-Q06210@humsvar
16736-Q06210@humsvar	16734-Q06210@humsvar
16736-Q06210@humsvar	16735-Q06210@humsvar
16736-Q06210@humsvar	95842-GFA1_CANAL@ec
16736-Q06210@humsvar	95840-GFA1_CANAL@ec
16736-Q06210@humsvar	95841-GFA1_CANAL@ec
16736-Q06210@humsvar	95843-GFA1_CANAL@ec
16736-Q06210@humsvar	95844-GFA1_CANAL@ec
16736-Q06210@humsvar	95845-GFA1_CANAL@ec
16736-Q06210@humsvar	95846-GFA1_CANAL@ec
16736-Q06210@humsvar	95847-GFA1_CANAL@ec
16736-Q06210@humsvar	95848-GFA1_CANAL@ec
16736-Q06210@humsvar	95849-GFA1_CANAL@ec
16736-Q06210@humsvar	95850-GFA1_CANAL@ec
